Trinormal distribution
 Iter        X1        X2        X3
  776    0.9085    1.7513    3.0552
  777    1.0108    1.6734    3.3262
  778    0.9298    1.4857    3.3993
  779    1.0372    1.6978    3.7374
  780    1.0674    1.8961    3.6423
  781    1.1065    1.9156    3.5211
  782    1.1845    1.9571    3.5899
  783    1.1579    2.0880    3.5293
  784    0.9954    1.9806    3.3607
  785    1.0632    2.2034    2.9429
  786    0.9852    1.9103    2.8311
  787    0.8791    1.9569    2.5501
  788    0.8587    1.9046    2.5247
  789    0.9647    1.9606    2.9185
  790    1.0057    1.8182    3.0602
  791    0.9954    1.9977    2.9779
  792    1.0424    1.9628    3.4344
  793    1.0527    2.1079    3.3849
  794    0.9885    1.9319    3.4126
  795    1.0590    2.0546    3.3960
  796    0.8816    1.8743    3.1063
  797    0.9911    2.3148    2.9011
  798    0.8446    1.9630    2.8865
  799    0.8167    2.0961    2.7858
  800    1.0036    2.1042    3.0519
  801    0.9437    2.1044    2.9164
  802    0.8940    1.9823    3.1455
  803    0.9983    1.9527    3.4735
  804    1.1287    2.0596    3.5221
  805    1.0788    1.9264    3.5725
  806    1.0525    2.0177    3.3561
  807    1.0870    2.1435    3.2915
  808    1.1012    2.0020    3.4871
  809    1.0475    1.7941    3.6354
  810    0.9115    1.4822    3.2988
  811    0.9964    1.9914    3.5709
  812    0.8444    1.9292    3.0437
  813    0.8876    1.9021    3.1320
  814    0.9883    1.6943    3.2896
  815    1.0120    1.9402    2.9799
  816    1.0912    2.0510    3.1965
  817    1.1840    1.9642    3.5445
  818    1.0454    1.8291    3.1279
  819    1.0599    1.9020    3.0487
  820    0.9590    2.0002    2.7912
  821    1.0662    1.8754    3.0090
  822    0.9827    1.9644    3.2270
  823    1.0872    1.9696    3.5374
  824    1.0044    2.1402    3.3347
  825    0.9953    2.3285    2.9802
  826    1.0500    2.0339    3.3498
  827    1.0647    1.9691    3.1981
  828    1.0031    1.8993    3.1224
  829    1.0317    1.8392    3.0541
  830    1.0556    2.1782    2.8849
  831    1.0623    2.2091    3.2118
  832    0.9896    2.1609    3.0866
  833    0.9505    1.9877    2.8766
  834    0.9918    2.1243    2.9090
  835    0.9670    2.2609    3.0305
  836    0.9084    2.3232    2.6364
  837    0.8770    1.8995    2.9591
  838    0.9314    2.0606    2.5209
  839    0.9238    1.9094    2.7669
  840    0.9604    2.0273    3.1941
  841    1.0969    2.0614    3.4342
  842    1.0738    2.0547    3.5227
  843    1.1194    2.1125    3.1018
  844    1.0672    2.0130    3.4191
  845    1.0401    1.9211    3.2842
  846    0.9871    2.1663    3.0193
  847    0.9892    2.1732    2.9403
  848    0.9539    2.1624    2.8794
  849    0.9106    2.0385    2.8952
  850    0.8569    1.8532    2.8789
  851    0.9353    1.8768    2.9129
  852    0.8938    2.0268    2.8692
  853    0.9924    1.9954    2.8664
  854    1.0388    2.0238    2.8569
  855    1.0219    2.1944    2.6292
  856    1.0271    2.2994    2.7702
  857    1.0447    2.3021    2.9862
  858    0.9645    2.0459    3.1653
  859    1.0964    2.0230    3.5395
  860    1.1190    2.0434    3.4283
  861    1.0899    2.0967    2.9758
  862    0.9589    1.8315    2.6774
  863    0.9631    1.8609    2.7813
  864    1.0016    2.1595    2.7022
  865    1.0822    2.1104    2.9586
  866    1.1512    2.1646    2.9710
  867    0.9404    1.8728    3.0035
  868    0.8354    2.0330    2.7771
  869    0.9423    2.0175    2.8527
  870    1.0095    1.8373    2.9447
  871    1.0942    2.1507    2.8075
  872    0.9743    2.0558    2.4141
  873    1.1145    2.0927    2.6663
  874    1.1703    2.2463    3.0992
  875    1.0897    2.0624    3.4393
  876    1.1099    2.0495    3.4114
  877    1.0131    1.7973    3.1018
  878    1.0072    1.6961    3.2726
  879    0.9628    1.6877    3.0587
  880    0.8935    1.7760    2.8466
  881    0.9407    1.7695    3.1657
  882    1.0147    2.0372    3.2374
  883    1.0476    2.3461    3.2326
  884    1.0705    2.3647    3.1980
  885    0.9750    2.0537    3.4268
  886    1.0182    2.1245    3.1249
  887    0.9681    1.8686    3.1714
  888    1.0124    1.5347    3.4078
  889    0.9780    1.6116    3.1135
  890    0.8080    1.9525    2.7567
  891    0.8537    1.6907    2.9401
  892    0.9445    2.1816    3.0457
  893    0.9897    2.0421    3.1305
  894    0.9497    1.9912    2.9726
  895    0.9591    1.8683    3.1651
  896    0.8935    1.9975    2.9290
  897    0.9789    2.1866    3.1465
  898    1.0024    2.0734    2.6306
  899    0.9246    2.1119    2.4840
  900    0.9144    2.0086    2.5682
  901    0.9700    1.9240    2.8100
  902    1.1269    2.0703    3.5516
  903    0.8794    1.8881    3.0495
  904    0.8158    1.9483    2.8126
  905    0.8654    1.8439    2.8068
  906    0.9557    2.1486    3.0582
  907    0.8511    1.7878    3.0946
  908    0.7617    1.8021    2.7232
  909    0.9720    1.7766    3.2939
  910    1.0555    2.0648    3.4448
  911    0.9636    2.0016    2.9903
  912    1.0291    1.8100    3.5586
  913    1.1430    1.9177    4.0152
  914    1.1264    1.9050    3.9448
  915    1.1713    2.1343    3.9114
  916    1.0501    1.7896    3.5756
  917    1.1227    1.9260    3.6352
  918    1.0731    1.8883    3.7038
  919    0.9232    1.6773    3.6576
  920    0.9029    1.6330    3.3641
  921    0.9521    2.0229    2.8072
  922    0.9578    1.8990    2.9279
  923    1.0388    2.2470    2.7067
  924    0.9244    1.9078    2.9739
  925    0.7464    1.8839    2.5451
  926    0.9362    1.8098    2.9479
  927    0.9804    1.8583    3.2337
  928    0.8653    1.5683    3.0854
  929    0.8823    1.7934    2.9085
  930    0.9308    1.7367    2.7833
  931    0.9341    1.8514    2.3935
  932    0.8136    2.1106    2.3096
  933    0.9318    2.0956    3.0886
  934    0.9009    2.0854    2.5511
  935    0.7696    2.1633    2.3917
  936    0.8506    2.1943    2.7347
  937    0.8508    2.3587    2.6744
  938    0.7538    2.3336    2.3880
  939    0.7257    2.3591    2.3983
  940    0.6968    2.0516    2.5483
  941    0.8662    2.1299    2.8947
  942    0.8075    2.0429    2.6604
  943    0.7973    2.0145    2.1988
  944    0.9590    1.9122    2.5094
  945    0.8413    2.0040    2.1322
  946    0.9949    2.3533    2.2096
  947    0.9792    2.5013    2.3265
  948    1.0957    2.6031    2.7926
  949    1.0161    2.5589    2.5396
  950    0.8694    2.2026    2.5966
  951    0.8052    2.0831    2.4717
  952    0.9163    1.6885    2.6627
  953    0.9860    1.7074    2.7682
  954    0.9672    1.8744    2.7113
  955    0.9799    1.9038    2.6769
  956    1.0219    1.9868    3.5337
  957    1.0861    1.9032    3.7672
  958    1.0329    2.1212    3.3942
  959    1.0946    2.2157    3.4688
  960    0.9510    1.9247    3.5307
  961    0.7627    1.5938    3.2053
  962    0.8158    1.5224    3.2498
  963    0.9766    1.8649    3.5188
  964    0.9906    1.6048    3.3607
  965    1.0009    1.6891    2.8562
  966    1.0541    1.6418    3.1516
  967    1.1033    1.7464    3.1780
  968    1.0552    1.7813    3.1555
  969    0.9296    1.9121    3.0578
  970    0.9336    1.7408    3.1323
  971    1.0974    2.1907    3.2358
  972    0.9607    2.2024    3.2309
  973    0.9227    2.1969    3.0758
  974    0.9913    1.8683    3.4204
  975    0.9977    2.3408    2.8285
  976    0.9514    2.2298    2.8089
  977    1.0037    2.0079    2.8340
  978    0.9906    1.9321    2.9072
  979    0.9471    1.9662    2.9251
  980    0.9214    2.0106    3.0227
  981    0.9551    1.9719    2.7706
  982    1.0134    2.0971    3.1144
  983    0.8849    1.9361    3.0080
  984    0.9660    2.0032    3.3890
  985    1.0533    1.9919    3.6047
  986    0.9851    2.1079    3.5114
  987    0.8172    1.7138    2.8359
  988    0.8568    1.9422    2.6327
  989    0.8314    1.9075    2.5865
  990    0.7372    1.7885    2.8320
  991    0.8452    2.3242    2.6539
  992    0.8651    1.8329    3.3425
  993    0.9292    1.7524    3.1978
  994    0.9703    2.0897    3.4193
  995    1.0230    2.0110    3.4417
  996    1.0250    1.8716    3.2866
  997    1.0305    1.9509    3.0271
  998    0.8903    2.1410    2.9610
  999    0.9503    1.8420    3.1433
 1000    0.9827    2.0648    2.9338
